bidx	ep	loss_act_b	loss_reg_b	loss_actor_b	loss_critic_b	loss_all
2	4	0.11300802230834961	0.022224899381399155	0.2590315043926239	0.9946682453155518	1.388932704925537
3	4	0.11078429967164993	0.021425694227218628	-0.3825356364250183	1.4397403001785278	1.189414620399475
4	4	0.1807902753353119	0.02180331200361252	-1.313795804977417	0.8760653138160706	-0.23513692617416382
5	4	0.10263043642044067	0.020688027143478394	-1.8886778354644775	0.8099110126495361	-0.9554483890533447
6	4	0.09658829122781754	0.019015446305274963	-2.661752462387085	1.4944005012512207	-1.051748275756836
7	4	0.09798398613929749	0.01838012784719467	-3.083827018737793	0.7394338846206665	-2.228029251098633
8	4	0.0902758464217186	0.01937364600598812	-2.8675925731658936	0.5862118601799011	-2.1717312335968018
9	4	0.08734418451786041	0.017016567289829254	-2.8946034908294678	0.9158719182014465	-1.874370813369751
10	4	0.08684646338224411	0.019619392231106758	-2.4057202339172363	0.8987800478935242	-1.4004743099212646
11	4	0.08186762779951096	0.01752408780157566	-2.214338541030884	0.9506717920303345	-1.164275050163269
12	4	0.08095810562372208	0.0171505194157362	-1.3310918807983398	1.0000590085983276	-0.232924222946167
13	4	0.07620523124933243	0.014534270390868187	-0.8324313759803772	1.169920563697815	0.4282286763191223
